0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	6	6
0	7	7
0	8	8
0	9	9
0	11	10
0	12	11
0	13	12
0	14	13
0	15	14
0	16	15
0	17	16
0	18	17
0	20	18
0	21	19
0	22	20
0	23	21
0	24	22
0	25	23
0	26	24
0	28	25
0	29	26
0	30	27
0	31	28
0	32	29
0	33	30
0	34	31
0	35	32
0	37	33
0	38	34
0	39	35
0	40	36
0	41	37
0	42	38
0	43	39
0	44	40
0	45	41
0	47	42
0	48	43
0	49	44
0	50	45
0	51	46
0	52	47
0	53	48
0	54	49
0	56	50
0	57	51
0	58	52
0	59	53
0	60	54
0	61	55
0	62	56
0	63	57
0	65	58
0	66	59
0	67	60
0	68	61
0	69	62
0	70	63
0	72	64
0	73	65
0	74	66
0	75	67
0	76	68
0	77	69
0	78	70
0	79	71
0	81	72
0	82	73
0	83	74
0	84	75
0	85	76
0	86	77
0	87	78
0	88	79
0	90	80
0	91	81
0	92	82
0	93	83
0	94	84
0	95	85
0	96	86
0	97	87
0	99	88
0	100	89
0	101	90
0	102	91
0	103	92
0	104	93
0	105	94
0	107	95
0	108	96
0	109	97
0	110	98
0	111	99
0	112	100
